bairro,logradouro,endereco_mapa,latitude,longitude,status_geocodificacao
Centro,AVN NILO PECANHA,"AVN NILO PECANHA, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,AVN PASSOS,"AVN PASSOS, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,AVN PRES ANTONIO CARLOS,"AVN PRES ANTONIO CARLOS, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,AVN PRES VARGAS,"AVN PRES VARGAS, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,AVN PRES WILSON,"AVN PRES WILSON, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,AVN REPUBLICA DO CHILE,"AVN REPUBLICA DO CHILE, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,AVN RIO BRANCO,"AVN RIO BRANCO, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,AVN TREZE DE MAIO,"AVN TREZE DE MAIO, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,BEC BRAGANCA,"BEC BRAGANCA, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,LRG SAO FRANCISCO DE PAULA,"LRG SAO FRANCISCO DE PAULA, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC ALMTE JACEGUAI,"PRC ALMTE JACEGUAI, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC DA REPUBLICA,"PRC DA REPUBLICA, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC FLORIANO,"PRC FLORIANO, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC JOAO PESSOA,"PRC JOAO PESSOA, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC MAHATMA GANDHI,"PRC MAHATMA GANDHI, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC MAUA,"PRC MAUA, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC MONTE CASTELO,"PRC MONTE CASTELO, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC OLAVO BILAC,"PRC OLAVO BILAC, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC PIO X,"PRC PIO X, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC QUINZE DE NOVEMBRO,"PRC QUINZE DE NOVEMBRO, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,PRC TIRADENTES,"PRC TIRADENTES, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA ACRE,"RUA ACRE, Centro, Rio de Janeiro, RJ, Brasil",-22.9008537,-43.1821112,ok
Centro,RUA ALCANTARA MACHADO,"RUA ALCANTARA MACHADO, Centro, Rio de Janeiro, RJ, Brasil",-22.8994757,-43.181097,ok
Centro,RUA ALCINDO GUANABARA,"RUA ALCINDO GUANABARA, Centro, Rio de Janeiro, RJ, Brasil",-22.9100957,-43.17613,ok
Centro,RUA ALEXANDRE MACKENZIE,"RUA ALEXANDRE MACKENZIE, Centro, Rio de Janeiro, RJ, Brasil",-22.901285,-43.1869044,ok
Centro,RUA ALVARO ALVIM,"RUA ALVARO ALVIM, Centro, Rio de Janeiro, RJ, Brasil",-22.9110889,-43.1763147,ok
Centro,RUA ANDRE CAVALCANTI,"RUA ANDRE CAVALCANTI, Centro, Rio de Janeiro, RJ, Brasil",-22.914189,-43.1868113,ok
Centro,RUA ANFILOFIO DE CARVALHO,"RUA ANFILOFIO DE CARVALHO, Centro, Rio de Janeiro, RJ, Brasil",-22.9083658,-43.174205,ok
Centro,RUA ARAUJO PORTO ALEGRE,"RUA ARAUJO PORTO ALEGRE, Centro, Rio de Janeiro, RJ, Brasil",-22.9091939,-43.1756644,ok
Centro,RUA BARAO DE SAO FELIX,"RUA BARAO DE SAO FELIX, Centro, Rio de Janeiro, RJ, Brasil",-22.9004394,-43.1897723,ok
Centro,RUA BENEDITINOS,"RUA BENEDITINOS, Centro, Rio de Janeiro, RJ, Brasil",-22.8989858,-43.1805237,ok
Centro,RUA BUENOS AIRES,"RUA BUENOS AIRES, Centro, Rio de Janeiro, RJ, Brasil",-22.9040152,-43.1818432,ok
Centro,RUA CAMERINO,"RUA CAMERINO, Centro, Rio de Janeiro, RJ, Brasil",-22.9007393,-43.1862836,ok
Centro,RUA CANDELARIA,"RUA CANDELARIA, Centro, Rio de Janeiro, RJ, Brasil",-22.9017394,-43.1769436,ok
Centro,RUA CARLOS DE CARVALHO,"RUA CARLOS DE CARVALHO, Centro, Rio de Janeiro, RJ, Brasil",-22.9111717,-43.1884632,ok
Centro,RUA CARLOS SAMPAIO,"RUA CARLOS SAMPAIO, Centro, Rio de Janeiro, RJ, Brasil",-22.9131142,-43.1882705,ok
Centro,RUA CONDE DE LAGES,"RUA CONDE DE LAGES, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA CONSEL SARAIVA,"RUA CONSEL SARAIVA, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA CORTINES LAXE,"RUA CORTINES LAXE, Centro, Rio de Janeiro, RJ, Brasil",-22.8982286,-43.1785052,ok
Centro,RUA DA AJUDA,"RUA DA AJUDA, Centro, Rio de Janeiro, RJ, Brasil",-22.9067748,-43.1766498,ok
Centro,RUA DA ALFANDEGA,"RUA DA ALFANDEGA, Centro, Rio de Janeiro, RJ, Brasil",-22.9040129,-43.1848022,ok
Centro,RUA DA ASSEMBLEIA,"RUA DA ASSEMBLEIA, Centro, Rio de Janeiro, RJ, Brasil",-22.7944253,-43.3088364,ok
Centro,RUA DA CARIOCA,"RUA DA CARIOCA, Centro, Rio de Janeiro, RJ, Brasil",-22.9069041,-43.1813773,ok
Centro,RUA DA CONCEICAO,"RUA DA CONCEICAO, Centro, Rio de Janeiro, RJ, Brasil",-22.9040465,-43.182369,ok
Centro,RUA DA LAPA,"RUA DA LAPA, Centro, Rio de Janeiro, RJ, Brasil",-23.2197144,-44.7132164,ok
Centro,RUA DA QUITANDA,"RUA DA QUITANDA, Centro, Rio de Janeiro, RJ, Brasil",-22.9021371,-43.1753761,ok
Centro,RUA DA RELACAO,"RUA DA RELACAO, Centro, Rio de Janeiro, RJ, Brasil",-22.9106239,-43.1845868,ok
Centro,RUA DAS MARRECAS,"RUA DAS MARRECAS, Centro, Rio de Janeiro, RJ, Brasil",-22.9123822,-43.1778982,ok
Centro,RUA DEBRET,"RUA DEBRET, Centro, Rio de Janeiro, RJ, Brasil",-22.9069096,-43.1743876,ok
Centro,RUA DO CARMO,"RUA DO CARMO, Centro, Rio de Janeiro, RJ, Brasil",-22.9032838,-43.1762109,ok
Centro,RUA DO MERCADO,"RUA DO MERCADO, Centro, Rio de Janeiro, RJ, Brasil",-22.9018715,-43.1749019,ok
Centro,RUA DO OUVIDOR,"RUA DO OUVIDOR, Centro, Rio de Janeiro, RJ, Brasil",-22.9043248,-43.1793885,ok
Centro,RUA DO PASSEIO,"RUA DO PASSEIO, Centro, Rio de Janeiro, RJ, Brasil",-22.9120373,-43.1759809,ok
Centro,RUA DO REZENDE,"RUA DO REZENDE, Centro, Rio de Janeiro, RJ, Brasil",-22.9132914,-43.1863961,ok
Centro,RUA DO ROSARIO,"RUA DO ROSARIO, Centro, Rio de Janeiro, RJ, Brasil",-22.9035822,-43.1792783,ok
Centro,RUA DO SENADO,"RUA DO SENADO, Centro, Rio de Janeiro, RJ, Brasil",-22.9117138,-43.1919843,ok
Centro,RUA DOM GERARDO,"RUA DOM GERARDO, Centro, Rio de Janeiro, RJ, Brasil",-22.8979655,-43.1780478,ok
Centro,RUA DOS ANDRADAS,"RUA DOS ANDRADAS, Centro, Rio de Janeiro, RJ, Brasil",-22.904162,-43.1813069,ok
Centro,RUA DOS INVALIDOS,"RUA DOS INVALIDOS, Centro, Rio de Janeiro, RJ, Brasil",-22.913504,-43.1842394,ok
Centro,RUA EVARISTO DA VEIGA,"RUA EVARISTO DA VEIGA, Centro, Rio de Janeiro, RJ, Brasil",-22.9099635,-43.1770088,ok
Centro,RUA FRANCISCO SERRADOR,"RUA FRANCISCO SERRADOR, Centro, Rio de Janeiro, RJ, Brasil",-22.9111487,-43.1763728,ok
Centro,RUA FREI CANECA,"RUA FREI CANECA, Centro, Rio de Janeiro, RJ, Brasil",-22.9115872,-43.1949987,ok
Centro,RUA GAL CALDWELL,"RUA GAL CALDWELL, Centro, Rio de Janeiro, RJ, Brasil",-22.9102201,-43.1915011,ok
Centro,RUA GONCALVES DIAS,"RUA GONCALVES DIAS, Centro, Rio de Janeiro, RJ, Brasil",-22.9059071,-43.1784403,ok
Centro,RUA GONCALVES LEDO,"RUA GONCALVES LEDO, Centro, Rio de Janeiro, RJ, Brasil",-22.9043354,-43.1840554,ok
Centro,RUA GUILHERME MARCONI,"RUA GUILHERME MARCONI, Centro, Rio de Janeiro, RJ, Brasil",-22.9177345,-43.1879428,ok
Centro,RUA IMPZ LEOPOLDINA,"RUA IMPZ LEOPOLDINA, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA IRINEU MARINHO,"RUA IRINEU MARINHO, Centro, Rio de Janeiro, RJ, Brasil",-22.9095445,-43.1939395,ok
Centro,RUA JOAQUIM SILVA,"RUA JOAQUIM SILVA, Centro, Rio de Janeiro, RJ, Brasil",-22.3333757,-42.5588542,ok
Centro,RUA LAVRADIO,"RUA LAVRADIO, Centro, Rio de Janeiro, RJ, Brasil",-22.9117903,-43.1823288,ok
Centro,RUA LEANDRO MARTINS,"RUA LEANDRO MARTINS, Centro, Rio de Janeiro, RJ, Brasil",-22.9006239,-43.1825095,ok
Centro,RUA LUIZ DE CAMOES,"RUA LUIZ DE CAMOES, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA MAIRINK VEIGA,"RUA MAIRINK VEIGA, Centro, Rio de Janeiro, RJ, Brasil",-22.8993145,-43.1805075,ok
Centro,RUA MARCILIO DIAS,"RUA MARCILIO DIAS, Centro, Rio de Janeiro, RJ, Brasil",-22.9022886,-43.1902534,ok
Centro,RUA MARQ DE POMBAL,"RUA MARQ DE POMBAL, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA MEXICO,"RUA MEXICO, Centro, Rio de Janeiro, RJ, Brasil",-22.9115609,-43.1742504,ok
Centro,RUA MIGUEL COUTO,"RUA MIGUEL COUTO, Centro, Rio de Janeiro, RJ, Brasil",-22.902185,-43.1795283,ok
Centro,RUA MONCORVO FILHO,"RUA MONCORVO FILHO, Centro, Rio de Janeiro, RJ, Brasil",-22.9080493,-43.1911252,ok
Centro,RUA MORAIS E VALE,"RUA MORAIS E VALE, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA PEDRO LESSA,"RUA PEDRO LESSA, Centro, Rio de Janeiro, RJ, Brasil",-22.9102716,-43.1752521,ok
Centro,RUA PEDRO PRIMEIRO,"RUA PEDRO PRIMEIRO, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA PRIMEIRO DE MARCO,"RUA PRIMEIRO DE MARCO, Centro, Rio de Janeiro, RJ, Brasil",-22.9049997,-43.1739571,ok
Centro,RUA REGENT FEIJO,"RUA REGENT FEIJO, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA REPUBLICA DO LIBANO,"RUA REPUBLICA DO LIBANO, Centro, Rio de Janeiro, RJ, Brasil",-22.9063945,-43.1860338,ok
Centro,RUA RIACHUELO,"RUA RIACHUELO, Centro, Rio de Janeiro, RJ, Brasil",-22.9134782,-43.1907794,ok
Centro,RUA RODRIGO SILVA,"RUA RODRIGO SILVA, Centro, Rio de Janeiro, RJ, Brasil",-22.9051402,-43.1772564,ok
Centro,RUA SANTA LUZIA,"RUA SANTA LUZIA, Centro, Rio de Janeiro, RJ, Brasil",-22.9075176,-43.1702635,ok
Centro,RUA SANTANA,"RUA SANTANA, Centro, Rio de Janeiro, RJ, Brasil",-22.906158,-43.1948325,ok
Centro,RUA SAO BENTO,"RUA SAO BENTO, Centro, Rio de Janeiro, RJ, Brasil",-22.8983723,-43.1797337,ok
Centro,RUA SAO JOSE,"RUA SAO JOSE, Centro, Rio de Janeiro, RJ, Brasil",-22.7957032,-43.3062939,ok
Centro,RUA SENAD DANTAS,"RUA SENAD DANTAS, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA SENAD POMPEU,"RUA SENAD POMPEU, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA SENHOR DOS PASSOS,"RUA SENHOR DOS PASSOS, Centro, Rio de Janeiro, RJ, Brasil",-22.9054222,-43.1868723,ok
Centro,RUA SETE DE SETEMBRO,"RUA SETE DE SETEMBRO, Centro, Rio de Janeiro, RJ, Brasil",-22.9058916,-43.1798601,ok
Centro,RUA TADEU KOSCIUSKO,"RUA TADEU KOSCIUSKO, Centro, Rio de Janeiro, RJ, Brasil",-22.9144389,-43.1883697,ok
Centro,RUA TEOFILO OTONI,"RUA TEOFILO OTONI, Centro, Rio de Janeiro, RJ, Brasil",-22.9017834,-43.1829993,ok
Centro,RUA TEOTONIO REGADAS,"RUA TEOTONIO REGADAS, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA TTE POSSOLO,"RUA TTE POSSOLO, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,RUA UBALDINO DO AMARAL,"RUA UBALDINO DO AMARAL, Centro, Rio de Janeiro, RJ, Brasil",-22.9127301,-43.1862749,ok
Centro,RUA URUGUAIANA,"RUA URUGUAIANA, Centro, Rio de Janeiro, RJ, Brasil",-22.9034318,-43.1805386,ok
Centro,RUA VINTE DE ABRIL,"RUA VINTE DE ABRIL, Centro, Rio de Janeiro, RJ, Brasil",-22.909674,-43.1885204,ok
Centro,RUA VISC DE INHAUMA,"RUA VISC DE INHAUMA, Centro, Rio de Janeiro, RJ, Brasil",-22.8991136,-43.1770259,ok
Centro,RUA VISC DE RIO BRANCO,"RUA VISC DE RIO BRANCO, Centro, Rio de Janeiro, RJ, Brasil",-22.9071476,-43.1821066,ok
Centro,RUA WASHINGTON LUIZ,"RUA WASHINGTON LUIZ, Centro, Rio de Janeiro, RJ, Brasil",-22.5143272,-43.1815744,ok
Centro,TRV DO MOSQUEIRA,"TRV DO MOSQUEIRA, Centro, Rio de Janeiro, RJ, Brasil",,,não encontrado
Centro,TRV DO OUVIDOR,"TRV DO OUVIDOR, Centro, Rio de Janeiro, RJ, Brasil",-22.9039484,-43.1773902,ok
Centro,TRV DO PACO,"TRV DO PACO, Centro, Rio de Janeiro, RJ, Brasil",-22.904407,-43.1734179,ok
Cidade Nova,AVN PRES VARGAS,"AVN PRES VARGAS, Cidade Nova, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cidade Nova,RUA AFONSO CAVALCANTI,"RUA AFONSO CAVALCANTI, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.909389,-43.2007748,ok
Cidade Nova,RUA ANIBAL BENEVOLO,"RUA ANIBAL BENEVOLO, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.9139075,-43.1987424,ok
Cidade Nova,RUA CARMO NETO,"RUA CARMO NETO, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.9108188,-43.1997407,ok
Cidade Nova,RUA CORREIA VASQUES,"RUA CORREIA VASQUES, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.9122077,-43.2020983,ok
Cidade Nova,RUA HEITOR CARRILHO,"RUA HEITOR CARRILHO, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.9133836,-43.1994582,ok
Cidade Nova,RUA JULIO DO CARMO,"RUA JULIO DO CARMO, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.9112936,-43.2042968,ok
Cidade Nova,RUA LAURA DE ARAUJO,"RUA LAURA DE ARAUJO, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.9118527,-43.2001267,ok
Cidade Nova,RUA NERI PINHEIRO,"RUA NERI PINHEIRO, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.9119497,-43.2027233,ok
Cidade Nova,RUA PINTO DE AZEVEDO,"RUA PINTO DE AZEVEDO, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.910832,-43.2045331,ok
Cidade Nova,RUA PRES BARROSO,"RUA PRES BARROSO, Cidade Nova, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cidade Nova,RUA SANTA MARIA,"RUA SANTA MARIA, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.9113592,-43.2012884,ok
Cidade Nova,RUA SENHOR DE MATOSINHOS,"RUA SENHOR DE MATOSINHOS, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.9132067,-43.199448,ok
Cidade Nova,RUA TOMAZ RABELO,"RUA TOMAZ RABELO, Cidade Nova, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cidade Nova,RUA VISC DE DUPRAT,"RUA VISC DE DUPRAT, Cidade Nova, Rio de Janeiro, RJ, Brasil",-22.911452,-43.203506,ok
Cidade Nova,RUA VISCSA DE PIRASSINUNGA,"RUA VISCSA DE PIRASSINUNGA, Cidade Nova, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cidade Nova,TRV SENHOR DE MATOSINHOS,"TRV SENHOR DE MATOSINHOS, Cidade Nova, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cidade de Deus,AVN EZEQUIEL,"AVN EZEQUIEL, Cidade de Deus, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cidade de Deus,ETR DO GABINAL,"ETR DO GABINAL, Cidade de Deus, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cidade de Deus,ETR MAL MIGUEL SALAZAR M MORAES,"ETR MAL MIGUEL SALAZAR M MORAES, Cidade de Deus, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cidade de Deus,RUA AQUILINO RIBEIRO,"RUA AQUILINO RIBEIRO, Cidade de Deus, Rio de Janeiro, RJ, Brasil",-22.9463249,-43.3706458,ok
Cidade de Deus,RUA ARTUR DE SA EARP,"RUA ARTUR DE SA EARP, Cidade de Deus, Rio de Janeiro, RJ, Brasil",-22.9448766,-43.3589431,ok
Cidade de Deus,RUA ARTUR MARINHO,"RUA ARTUR MARINHO, Cidade de Deus, Rio de Janeiro, RJ, Brasil",-22.946519,-43.3697614,ok
Cidade de Deus,RUA CENACULO,"RUA CENACULO, Cidade de Deus, Rio de Janeiro, RJ, Brasil",-22.9493247,-43.3622308,ok
Cidade de Deus,RUA CLEVELANDIA,"RUA CLEVELANDIA, Cidade de Deus, Rio de Janeiro, RJ, Brasil",-22.9454847,-43.3596948,ok
Cidade de Deus,RUA HILDEBRANDO ACIOLY,"RUA HILDEBRANDO ACIOLY, Cidade de Deus, Rio de Janeiro, RJ, Brasil",-22.9454122,-43.3689041,ok
Cidade de Deus,RUA JOAO MAFRA,"RUA JOAO MAFRA, Cidade de Deus, Rio de Janeiro, RJ, Brasil",-22.9477846,-43.3697439,ok
Cidade de Deus,RUA MONTE SIAO,"RUA MONTE SIAO, Cidade de Deus, Rio de Janeiro, RJ, Brasil",-22.9436693,-43.3616243,ok
Cidade de Deus,RUA N/S APARECIDA,"RUA N/S APARECIDA, Cidade de Deus, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cidade de Deus,RUA PINTOR LEANDRO JOAQUIM,"RUA PINTOR LEANDRO JOAQUIM, Cidade de Deus, Rio de Janeiro, RJ, Brasil",-22.9436475,-43.3625903,ok
Cidade de Deus,RUA ZOZIMO DO AMARAL,"RUA ZOZIMO DO AMARAL, Cidade de Deus, Rio de Janeiro, RJ, Brasil",-22.9483377,-43.3705562,ok
Cocotá,AVN PARANAPUAM,"AVN PARANAPUAM, Cocotá, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cocotá,ETR DA CACUIA,"ETR DA CACUIA, Cocotá, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cocotá,PRA COCOTA,"PRA COCOTA, Cocotá, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cocotá,PRA DE OLARIA,"PRA DE OLARIA, Cocotá, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cocotá,RUA ANCORA,"RUA ANCORA, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8066485,-43.1793333,ok
Cocotá,RUA AQUILAO,"RUA AQUILAO, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8078521,-43.1779717,ok
Cocotá,RUA CAP BARBOSA,"RUA CAP BARBOSA, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8071458,-43.1801579,ok
Cocotá,RUA CASTELO DE TOMAR,"RUA CASTELO DE TOMAR, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8069858,-43.1781848,ok
Cocotá,RUA FANAL,"RUA FANAL, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8063528,-43.1807649,ok
Cocotá,RUA GRANA,"RUA GRANA, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8066044,-43.1831691,ok
Cocotá,RUA MAREANTE,"RUA MAREANTE, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8055742,-43.1816841,ok
Cocotá,RUA MARQ DE MURITIBA,"RUA MARQ DE MURITIBA, Cocotá, Rio de Janeiro, RJ, Brasil",,,não encontrado
Cocotá,RUA NAUTICA,"RUA NAUTICA, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8066872,-43.1787668,ok
Cocotá,RUA NEREIDA,"RUA NEREIDA, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8064389,-43.1800885,ok
Cocotá,RUA PAJUCARA,"RUA PAJUCARA, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8016056,-43.1802819,ok
Cocotá,RUA PEREIRA ALVES,"RUA PEREIRA ALVES, Cocotá, Rio de Janeiro, RJ, Brasil",-22.8036326,-43.1825784,ok
Cocotá,RUA TTE CLETO CAMPELO,"RUA TTE CLETO CAMPELO, Cocotá, Rio de Janeiro, RJ, Brasil",,,não encontrado
Coelho Neto,AVN DOS ITALIANOS,"AVN DOS ITALIANOS, Coelho Neto, Rio de Janeiro, RJ, Brasil",,,não encontrado
Coelho Neto,AVN PASTOR MARTIN LUTHER KING JR.,"AVN PASTOR MARTIN LUTHER KING JR., Coelho Neto, Rio de Janeiro, RJ, Brasil",,,não encontrado
Coelho Neto,RUA ACEGUA,"RUA ACEGUA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8331526,-43.3504904,ok
Coelho Neto,RUA AGENOR PORTO,"RUA AGENOR PORTO, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8374774,-43.3576684,ok
Coelho Neto,RUA ARATANGI,"RUA ARATANGI, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8386983,-43.3452637,ok
Coelho Neto,RUA CATANDUVA,"RUA CATANDUVA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8342948,-43.3457366,ok
Coelho Neto,RUA CURIPE,"RUA CURIPE, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8340196,-43.3476671,ok
Coelho Neto,RUA GAL WIEDMANN,"RUA GAL WIEDMANN, Coelho Neto, Rio de Janeiro, RJ, Brasil",,,não encontrado
Coelho Neto,RUA GUACUPI,"RUA GUACUPI, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8311377,-43.346578,ok
Coelho Neto,RUA GUAXINDIBA,"RUA GUAXINDIBA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8376686,-43.3547485,ok
Coelho Neto,RUA IBOTIM,"RUA IBOTIM, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.836849,-43.3443957,ok
Coelho Neto,RUA ITAIGARA,"RUA ITAIGARA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8341749,-43.3490238,ok
Coelho Neto,RUA ITAIM,"RUA ITAIM, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8341557,-43.3428444,ok
Coelho Neto,RUA JOSE PITANGA,"RUA JOSE PITANGA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8358663,-43.3577821,ok
Coelho Neto,RUA MACABU,"RUA MACABU, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.837251,-43.3500769,ok
Coelho Neto,RUA MAMBUCABA,"RUA MAMBUCABA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8349255,-43.3508106,ok
Coelho Neto,RUA MAURICIO DE LACERDA,"RUA MAURICIO DE LACERDA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8266706,-43.3539904,ok
Coelho Neto,RUA MORICA,"RUA MORICA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.833818,-43.342319,ok
Coelho Neto,RUA OMAR FONTOURA,"RUA OMAR FONTOURA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.830331,-43.3523812,ok
Coelho Neto,RUA ORLANDIA,"RUA ORLANDIA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8335072,-43.3451694,ok
Coelho Neto,RUA PORTO ACRE,"RUA PORTO ACRE, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8347723,-43.3467632,ok
Coelho Neto,RUA SERAFIM BRAGA,"RUA SERAFIM BRAGA, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8372594,-43.3565109,ok
Coelho Neto,RUA URURAI,"RUA URURAI, Coelho Neto, Rio de Janeiro, RJ, Brasil",-22.8388763,-43.3529814,ok
Colégio,ETR COLEGIO,"ETR COLEGIO, Colégio, Rio de Janeiro, RJ, Brasil",,,não encontrado
Colégio,ETR DO BARRO VERMELHO,"ETR DO BARRO VERMELHO, Colégio, Rio de Janeiro, RJ, Brasil",,,não encontrado
Colégio,RUA ALMTE OLIVEIRA PINTO,"RUA ALMTE OLIVEIRA PINTO, Colégio, Rio de Janeiro, RJ, Brasil",,,não encontrado
Colégio,RUA ANA CAMARA,"RUA ANA CAMARA, Colégio, Rio de Janeiro, RJ, Brasil",-22.8354544,-43.3292316,ok
Colégio,RUA ATOR DULIO COSTA,"RUA ATOR DULIO COSTA, Colégio, Rio de Janeiro, RJ, Brasil",-22.837154,-43.3297336,ok
Colégio,RUA CAIUA,"RUA CAIUA, Colégio, Rio de Janeiro, RJ, Brasil",-22.8425739,-43.3412953,ok
Colégio,RUA CARAIBA,"RUA CARAIBA, Colégio, Rio de Janeiro, RJ, Brasil",-22.8459705,-43.3419248,ok
Colégio,RUA GARDENIA,"RUA GARDENIA, Colégio, Rio de Janeiro, RJ, Brasil",-22.8444914,-43.332415,ok
Colégio,RUA HILTON GADRET,"RUA HILTON GADRET, Colégio, Rio de Janeiro, RJ, Brasil",-22.8383108,-43.3288598,ok
Colégio,RUA IBIRACOA,"RUA IBIRACOA, Colégio, Rio de Janeiro, RJ, Brasil",-22.8413688,-43.3415504,ok
Colégio,RUA IBOTIRAMA,"RUA IBOTIRAMA, Colégio, Rio de Janeiro, RJ, Brasil",-22.8372539,-43.3416273,ok
Colégio,RUA ITAETE,"RUA ITAETE, Colégio, Rio de Janeiro, RJ, Brasil",-22.8467136,-43.3411183,ok
Colégio,RUA ITAIM,"RUA ITAIM, Colégio, Rio de Janeiro, RJ, Brasil",-22.8386208,-43.3400669,ok
Colégio,RUA JACE,"RUA JACE, Colégio, Rio de Janeiro, RJ, Brasil",-22.8459619,-43.341147,ok
Colégio,RUA JACIRENDI,"RUA JACIRENDI, Colégio, Rio de Janeiro, RJ, Brasil",-22.8406462,-43.3407572,ok
Colégio,RUA MARGARIDA MAX,"RUA MARGARIDA MAX, Colégio, Rio de Janeiro, RJ, Brasil",,,não encontrado
